test_index,true_class,bp_positive_probability,dfa_positive_probability,bp_prediction,dfa_prediction,bp_correct,dfa_correct,bp_raw_cam_min,bp_raw_cam_max,dfa_raw_cam_min,dfa_raw_cam_max,excluded,exclusion_reason,image_iou_top10,image_iou_top20,image_spearman,image_bp_constant,image_dfa_constant,image_bp_finite,image_dfa_finite,image_valid,native_iou_top10,native_iou_top20,native_spearman,native_bp_constant,native_dfa_constant,native_bp_finite,native_dfa_finite,native_valid
15681,0,0.01214370318,0.4081912339,0,0,True,True,-0.006711727474,0.004908553325,-0.001851807931,0.002803154755,False,,0.07022634939,0.1557505484,0.008736514276,False,False,True,True,True,0.06697459584,0.1425030979,0.009577776642,False,False,True,True,True
15682,0,0.6937167645,0.419331193,1,0,False,True,-0.008496744558,0.009170642123,-0.0004247610923,0.0004787390935,False,,0.125076266,0.1824302661,0.2067814177,False,False,True,True,True,0.115942029,0.1850899743,0.160876469,False,False,True,True,True
15683,0,0.3933747113,0.3882729709,0,0,True,True,-0.006209701765,0.005262041464,-0.008581778966,0.006732396781,False,,0.06651243493,0.1267949893,0.07983451602,False,False,True,True,True,0.05239179954,0.1108433735,0.04301144076,False,False,True,True,True
15684,0,0.2010626346,0.4114721715,0,0,True,True,-0.005766011775,0.0071663009,0,0,True,image_dfa_constant_after_relu;native_dfa_constant_after_relu,,,,False,True,True,True,False,,,,False,True,True,True,False
15685,0,0.0003353541542,0.2666797638,0,0,True,True,-0.006804688368,0.004317420535,-0.004040315747,0.004884796217,False,,0.1041916168,0.2501694915,0.07714247343,False,False,True,True,True,0.1213592233,0.2985915493,0.03482922616,False,False,True,True,True
15686,0,0.002059530467,0.1692066491,0,0,True,True,-0.004204365425,-0.0002314232988,-0.0272023268,0.02348499931,True,image_bp_constant_after_relu;native_bp_constant_after_relu,,,,True,False,True,True,False,,,,True,False,True,True,False
15687,0,0.0001157596125,0.2124389559,0,0,True,True,-0.005667049438,0.0010396539,-0.006695075892,0.01026937086,False,,0.01318681319,0.04004512126,-0.1806070564,False,False,True,True,True,0.01762114537,0.2115637319,-0.09802295967,False,False,True,True,True
15688,0,0.01785082743,0.2825435996,0,0,True,True,-0.004112695809,0.004191570915,-0.01950629242,0.01529232785,False,,0.01653803749,0.1877616747,0.04049723258,False,False,True,True,True,0.04524886878,0.3171428571,0.01256485573,False,False,True,True,True
15689,0,0.176581651,0.3115437627,0,0,True,True,-0.003725409508,0.006114988122,-0.003962108865,0.00664253626,False,,0.04832291074,0.1071750225,-0.08272925304,False,False,True,True,True,0.06451612903,0.09112426036,-0.03669590314,False,False,True,True,True
15690,0,0.03002740815,0.2244671434,0,0,True,True,-0.001844182378,0.002915129066,-0.01819682866,0.01688228548,False,,0.06589595376,0.2115637319,0.2343882673,False,False,True,True,True,0.1052631579,0.3152639087,0.1710123274,False,False,True,True,True
15691,0,0.05453519523,0.332624048,0,0,True,True,-0.005194328725,0.003468984738,-0.004297380336,0.005998811685,False,,0.1008955224,0.1586553566,0.1921001236,False,False,True,True,True,0.09478672986,0.2309746328,0.1440459499,False,False,True,True,True
15692,0,0.001503834268,0.3055871129,0,0,True,True,-0.004364842083,0.000330292678,-0.02288510837,0.02149224654,False,,0.1035308199,0.1775223499,-0.03703222058,False,False,True,True,True,0.1105769231,0.3209169054,-0.009832048258,False,False,True,True,True
15693,0,5.391686136e-05,0.2189714462,0,0,True,True,-0.005500488915,0.001913222368,-0.01143233385,0.01009671949,False,,0.04713231119,0.1058470765,-0.07204518894,False,False,True,True,True,0.05,0.3096590909,-0.01818713599,False,False,True,True,True
15694,0,0.0001746402268,0.28299582,0,0,True,True,-0.007789302152,0.001857980154,-0.002738541923,0.003651683219,False,,0.1155474894,0.2268795742,0.1371716658,False,False,True,True,True,0.1026252983,0.2770083102,0.07515714219,False,False,True,True,True
15695,0,0.006240800954,0.6284222603,0,1,True,False,-0.009891908616,0.00317980838,-0.008178792894,0.02008861676,False,,0.07773232028,0.1809157861,0.1267097148,False,False,True,True,True,0.09219858156,0.1715374841,0.1271779692,False,False,True,True,True
15696,0,0.2229223549,0.4114721715,0,0,True,True,-0.005117618479,0.005006774329,0,0,True,image_dfa_constant_after_relu;native_dfa_constant_after_relu,,,,False,True,True,True,False,,,,False,True,True,True,False
15697,0,2.648450754e-05,0.3604522049,0,0,True,True,-0.008403775282,0.0008458628436,-0.002216772642,0.003711467143,False,,0.1022115959,0.2248422451,0.0775327913,False,False,True,True,True,0.08962264151,0.2005208333,0.02539558223,False,False,True,True,True
15698,0,0.008701367304,0.74887532,0,1,True,False,-0.01283249818,0.005363606382,-0.004628993105,0.007254901342,False,,0.09241706161,0.1141993958,-0.0684464453,False,False,True,True,True,0.06697459584,0.1068427371,-0.07098303411,False,False,True,True,True
15699,0,9.901176236e-05,0.3091804981,0,0,True,True,-0.00674383482,0.002079796512,-0.003822517581,0.006196081173,False,,0.02273987798,0.07678832117,-0.03354180754,False,False,True,True,True,0.03587443946,0.174522293,-0.01156049212,False,False,True,True,True
15700,0,0.003187727882,0.3755728006,0,0,True,True,-0.007338067051,0.00368324318,-0.003382289782,0.002635096665,False,,0.1425030979,0.2203838518,0.2168520936,False,False,True,True,True,0.1379310345,0.2020860495,0.1610392957,False,False,True,True,True
15701,0,0.8110756278,0.4114721715,1,0,False,True,-0.006714085117,0.008505947888,0,0,True,image_dfa_constant_after_relu;native_dfa_constant_after_relu,,,,False,True,True,True,False,,,,False,True,True,True,False
15702,0,0.2254479825,0.3601287305,0,0,True,True,-0.007218396757,0.007882470265,-0.007645226084,0.008483229205,False,,0.05612829324,0.1514205432,0.08718775475,False,False,True,True,True,0.05963302752,0.1425030979,0.04887243538,False,False,True,True,True
15703,0,0.009434510954,0.2375008464,0,0,True,True,-0.002064005006,0.0008295300067,-0.01818770729,0.01689556241,False,,0.1292100429,0.1637740612,0.2048642372,False,False,True,True,True,0.0973871734,0.2561307902,0.1321076463,False,False,True,True,True
15704,0,0.003777623875,0.3983171284,0,0,True,True,-0.01079980098,0.003523591906,-0.00177032256,0.001330951694,False,,0.05977011494,0.11352657,0.009378670448,False,False,True,True,True,0.05,0.1081730769,-0.004301318811,False,False,True,True,True
15705,0,0.254765451,0.4543424547,0,0,True,True,-0.008907811716,0.01042074524,-0.006218498573,0.0131096812,False,,0.03421200224,0.1162227603,-0.09248944086,False,False,True,True,True,0.04054054054,0.1189320388,-0.06500757543,False,False,True,True,True
15706,0,7.254430238e-05,0.1866888553,0,0,True,True,-0.005903852172,0.001150049735,-0.006443390623,0.006370193325,False,,0.1115129596,0.2396638655,0.09383173351,False,False,True,True,True,0.1079136691,0.3381712627,0.07184829946,False,False,True,True,True
15707,0,0.003897613613,0.3888724148,0,0,True,True,-0.01062094234,0.003362466348,-0.007244939916,0.007426620927,False,,0.03131991051,0.1379203949,0.1403150259,False,False,True,True,True,0.05479452055,0.1216545012,0.1529327535,False,False,True,True,True
15708,0,0.1138814986,0.4237441421,0,0,True,True,-0.004502825905,0.00313153374,-0.008745219558,0.0123238489,False,,0.06282420749,0.1155474894,-0.07019954237,False,False,True,True,True,0.07192575406,0.1189320388,-0.02101182183,False,False,True,True,True
15709,0,0.004221817944,0.2101984024,0,0,True,True,-0.006692775525,0.001907255966,-0.02208456956,0.02159406245,False,,0.03016759777,0.1022115959,-0.03045843609,False,False,True,True,True,0.04288939052,0.3843843844,-0.01977760815,False,False,True,True,True
15710,0,0.3810616732,0.4052639604,0,0,True,True,-0.011173971,0.01190327853,-0.001249207882,0.001235192176,False,,0.1481942715,0.1847092836,0.1091321211,False,False,True,True,True,0.113253012,0.156838143,0.05210712513,False,False,True,True,True
15711,0,0.5589262843,0.4136974216,1,0,False,True,-0.009029151872,0.01231167186,-0.001825435902,0.001471875468,False,,0.06960556845,0.1081730769,-0.1566394505,False,False,True,True,True,0.06697459584,0.1148730351,-0.1000755366,False,False,True,True,True
15712,0,9.532383046e-06,0.2226590067,0,0,True,True,-0.00800071843,0.001495126169,-0.003742083441,0.006698909216,False,,0.04357668364,0.2123602893,-0.03961103171,False,False,True,True,True,0.08962264151,0.326618705,-0.01098931823,False,False,True,True,True
15713,0,0.04570830986,0.2766211033,0,0,True,True,-0.006928476039,0.006000829395,-0.01741923392,0.01229509618,False,,0.01263042284,0.04505525645,-0.1719736453,False,False,True,True,True,0.008733624454,0.1881443299,-0.1094684246,False,False,True,True,True
15714,0,0.0007138290093,0.1747327596,0,0,True,True,-0.00598614011,0.0003161594796,-0.01479783095,0.0161835216,False,,0.1088394468,0.1843288375,-0.03446647411,False,False,True,True,True,0.115942029,0.3679525223,-0.01400436248,False,False,True,True,True
15715,0,0.0001585447317,0.1986370385,0,0,True,True,-0.006182675716,0.0009105077479,-0.006263864692,0.01128492504,False,,0.06712962963,0.1908298353,-0.0740050733,False,False,True,True,True,0.06697459584,0.380239521,-0.04207904175,False,False,True,True,True
15716,0,0.01546685584,0.2365042716,0,0,True,True,-0.003119065426,0.001776629826,-0.003721980611,0.005686928984,False,,0.08025776216,0.1299019608,0.05451327771,False,False,True,True,True,0.07192575406,0.2425876011,0.02490849971,False,False,True,True,True
15717,0,0.04470999539,0.3586251736,0,0,True,True,-0.00817408599,0.006417811848,-0.002481791424,0.003038094612,False,,0.05371428571,0.1051842973,-0.03512253095,False,False,True,True,True,0.06451612903,0.1002386635,-0.02414107445,False,False,True,True,True
15718,0,0.0003712838225,0.3265468776,0,0,True,True,-0.007246213965,0.002426769119,-0.005092662293,0.00485599041,False,,0.06282420749,0.1794051807,0.02268000359,False,False,True,True,True,0.07192575406,0.2561307902,0.01986233701,False,False,True,True,True
15719,0,0.2579632699,0.392873317,0,0,True,True,-0.004210779443,0.005625281949,-0.009353508241,0.009863431565,False,,0.06712962963,0.1752708732,0.08602288378,False,False,True,True,True,0.07692307692,0.174522293,0.1248321131,False,False,True,True,True
15720,0,0.01136793941,0.2280022651,0,0,True,True,-0.006616483442,0.002731084358,-0.02136563137,0.02316742763,False,,0.022172949,0.09144717372,0.007055180709,False,False,True,True,True,0.02666666667,0.1216545012,-0.009734344542,False,False,True,True,True
15721,0,9.987754311e-05,0.2600627542,0,0,True,True,-0.008433415554,-0.0001917661575,-0.01959614642,0.01848278381,True,image_bp_constant_after_relu;native_bp_constant_after_relu,,,,True,False,True,True,False,,,,True,False,True,True,False
15722,0,0.273767978,0.4147713482,0,0,True,True,-0.00715616392,0.008483702317,-0.001368139056,0.003607800696,False,,0.06836616454,0.1209726444,0.08173004973,False,False,True,True,True,0.07192575406,0.1312883436,0.04741758948,False,False,True,True,True
15723,0,0.0003133098362,0.3805681765,0,0,True,True,-0.01685916632,0.003079831833,-0.001456885715,0.001841212856,False,,0.09958258795,0.1854709097,0.1650025451,False,False,True,True,True,0.08705882353,0.2020860495,0.1462882101,False,False,True,True,True
15724,0,0.008816958405,0.3964492083,0,0,True,True,-0.006711082533,0.00515001826,-0.0007435146836,0.0009553636773,False,,0.05251141553,0.09925484352,-0.08686920576,False,False,True,True,True,0.05,0.08983451537,-0.05042279686,False,False,True,True,True
15725,0,0.01646528021,0.2698937356,0,0,True,True,-0.004772976041,0.00257841358,-0.005304773338,0.007964999415,False,,0.07584597433,0.1481942715,0.01065112407,False,False,True,True,True,0.07692307692,0.1271393643,0.03637487097,False,False,True,True,True
15726,0,0.0008395554614,0.2261400074,0,0,True,True,-0.00611205399,0.0001014095906,-0.01636902988,0.01541240793,False,,0.1292100429,0.193913888,0.002055174582,False,False,True,True,True,0.09478672986,0.427244582,-0.01110771124,False,False,True,True,True
15727,0,0.1713071465,0.377524972,0,0,True,True,-0.006286303047,0.007590702269,-0.001166046597,0.001901471056,False,,0.06774753909,0.09925484352,-0.1126292211,False,False,True,True,True,0.05963302752,0.09241706161,-0.06351461658,False,False,True,True,True
15728,0,0.002611190313,0.2449114174,0,0,True,True,-0.008237352595,0.001429268857,-0.01044308394,0.01430363581,False,,0.1048532055,0.2111658456,-0.01803775126,False,False,True,True,True,0.1186440678,0.3285302594,0.007922317606,False,False,True,True,True
15729,0,0.06785838306,0.4112481177,0,0,True,True,-0.008227457292,0.005802877247,-0.001513055759,0.001937888097,False,,0.0377039955,0.1243902439,0.1634617367,False,False,True,True,True,0.03820224719,0.1760204082,0.1239437121,False,False,True,True,True
15730,0,0.0005037392257,0.25571087,0,0,True,True,-0.006270556711,0.003060283605,-0.01165610924,0.01098813862,False,,0.08662345315,0.157564344,0.1028113985,False,False,True,True,True,0.1105769231,0.2895104895,0.1136399639,False,False,True,True,True
15731,0,0.8915528059,0.7235194445,1,1,False,False,-0.00837173406,0.008206142113,-0.005589984357,0.02085816301,False,,0.05733944954,0.1196114147,0.001363861183,False,False,True,True,True,0.05479452055,0.1108433735,-0.03339409447,False,False,True,True,True
15732,0,0.08896673471,0.4110188186,0,0,True,True,-0.006529292557,0.003024099162,-0.004353580996,0.002797096735,False,,0.1347692308,0.2363392558,0.196850173,False,False,True,True,True,0.1379310345,0.2392473118,0.1877752696,False,False,True,True,True
15733,0,0.0557599701,0.39763394,0,0,True,True,-0.005033424124,0.00328624039,-0.002415298019,0.002538300585,False,,0.08089097304,0.1414422779,-0.01512405278,False,False,True,True,True,0.05720823799,0.1230207065,-0.0164338393,False,False,True,True,True
15734,0,0.3433944583,0.5209828019,0,1,True,False,-0.006506113335,0.008376674727,-0.004624462686,0.006572009996,False,,0.1489096573,0.1974025974,0.2072102129,False,False,True,True,True,0.1295843521,0.1866151866,0.1404541327,False,False,True,True,True
15735,0,0.008131897077,0.2669864893,0,0,True,True,-0.00176583929,-0.0004465661477,-0.008184876293,0.01084164437,True,image_bp_constant_after_relu;native_bp_constant_after_relu,,,,True,False,True,True,False,,,,True,False,True,True,False
15736,0,0.00203019008,0.2829045355,0,0,True,True,-0.006889831275,0.001099240035,-0.01756889187,0.01243666466,False,,0.1590194846,0.275242047,0.03812353422,False,False,True,True,True,0.1492537313,0.3247126437,0.03800721412,False,False,True,True,True
15737,0,6.50372167e-05,0.214002654,0,0,True,True,-0.005084678996,0.001741130836,-0.005493223201,0.006423939951,False,,0.0104109589,0.06774753909,-0.1300630847,False,False,True,True,True,0.01986754967,0.2309746328,-0.08186142963,False,False,True,True,True
15738,0,0.02607064694,0.4116178453,0,0,True,True,-0.007429999765,0.007063059136,-0.002283571288,0.007398320828,False,,0.09306461174,0.1439205955,0.1094753824,False,False,True,True,True,0.0973871734,0.1481942715,0.05737993899,False,False,True,True,True
15739,0,0.02337784693,0.2827606797,0,0,True,True,-0.004330129363,0.002241628245,-0.01728023961,0.01220599283,False,,0.01485965878,0.07899356349,-0.07605994324,False,False,True,True,True,0.0243902439,0.2326203209,-0.05388634386,False,False,True,True,True
15740,0,0.0004392500268,0.2961888909,0,0,True,True,-0.0107056275,0.00147060887,-0.01479581743,0.009324125946,False,,0.09566250743,0.2228116711,-0.08510862534,False,False,True,True,True,0.115942029,0.396969697,-0.04566256495,False,False,True,True,True
15741,0,3.008495878e-05,0.1862013787,0,0,True,True,-0.01117218938,0.000120342258,-0.01550929062,0.01222756691,False,,0.1432114073,0.1812940423,-0.04156387732,False,False,True,True,True,0.1186440678,0.3209169054,-0.01478157503,False,False,True,True,True
15742,0,0.4637882113,0.6528435946,0,1,True,False,-0.006836174987,0.01274950523,-0.002262395341,0.004756642971,False,,0.01934770591,0.08374963268,-0.03148921425,False,False,True,True,True,0.01538461538,0.08726415094,-0.02432328434,False,False,True,True,True
15743,0,0.0007395993453,0.302531004,0,0,True,True,-0.004232606385,0.0004419351753,-0.008651799522,0.007378913462,False,,0.09047900651,0.2072013093,0.0108507987,False,False,True,True,True,0.07441860465,0.2309746328,0.01302034623,False,False,True,True,True
15744,0,0.003974374384,0.3601415157,0,0,True,True,-0.006695426535,0.004082775675,-0.001469007228,0.002380586695,False,,0.064050779,0.131635471,0.08456728034,False,False,True,True,True,0.06451612903,0.1866151866,0.06803236822,False,False,True,True,True
15745,0,0.08503166586,0.4131741226,0,0,True,True,-0.005052033812,0.005050696898,-0.002350570168,0.003714840394,False,,0.0447592068,0.120291616,0.1929858377,False,False,True,True,True,0.05,0.1368680641,0.1672150254,False,False,True,True,True
15746,0,0.09084380418,0.4302070141,0,0,True,True,-0.01002199482,0.008450631052,-0.003643752774,0.01374839805,False,,0.1319828115,0.2191735537,0.2063445708,False,False,True,True,True,0.1351351351,0.2052287582,0.179138465,False,False,True,True,True
15747,0,0.01254166104,0.2552845478,0,0,True,True,-0.00275113876,0.002005520277,-0.01843970269,0.01938185096,False,,0.1553884712,0.2756831546,0.3256611396,False,False,True,True,True,0.1578947368,0.3618906942,0.305437351,False,False,True,True,True
15748,0,0.0002546942269,0.1448623985,0,0,True,True,-0.008382713422,0.001426289789,-0.02536309883,0.02319957316,False,,0.1319828115,0.2087840052,0.1116478988,False,False,True,True,True,0.1268292683,0.3720238095,0.06537789019,False,False,True,True,True
15749,0,0.008048435673,0.1959624738,0,0,True,True,-0.001797592617,0.0007317510899,-0.024449002,0.02261057124,False,,0.0989272944,0.2326203209,0.1879686914,False,False,True,True,True,0.1079136691,0.3990895296,0.09843302122,False,False,True,True,True
15750,0,0.02459796146,0.403816551,0,0,True,True,-0.009878197685,0.005091664847,-0.004526716657,0.003586569335,False,,0.09566250743,0.1981806368,-0.004694742267,False,False,True,True,True,0.08450704225,0.174522293,-0.02407525762,False,False,True,True,True
15751,0,0.04868936166,0.4322656989,0,0,True,True,-0.006201587617,0.006283801515,-0.001529002097,0.004029875156,False,,0.05916140149,0.1095066185,-0.04993978531,False,False,True,True,True,0.06451612903,0.1041916168,-0.05316878049,False,False,True,True,True
15752,0,0.00384128117,0.3036815822,0,0,True,True,-0.005926075391,0.002824196592,-0.02102389932,0.01326338947,False,,0.02959240648,0.1564753841,-0.03757871401,False,False,True,True,True,0.07692307692,0.2195767196,-0.01274635327,False,False,True,True,True
15753,0,0.0001590498578,0.199125886,0,0,True,True,-0.005871241447,0.0003622195509,-0.00323574408,0.005526596215,False,,0.1189320388,0.1711654493,0.1619151819,False,False,True,True,True,0.09478672986,0.2931276297,0.07436837376,False,False,True,True,True
15754,0,0.06157908589,0.3741548061,0,0,True,True,-0.009501478635,0.003592622466,-0.004970756359,0.004847235512,False,,0.1048532055,0.1414422779,0.04609149124,False,False,True,True,True,0.07943925234,0.1148730351,0.02286779106,False,False,True,True,True
15755,0,0.03545258567,0.3533015549,0,0,True,True,-0.008175723255,0.008240568452,-0.006100391038,0.00579366507,False,,0.04121964992,0.1481942715,0.07376636943,False,False,True,True,True,0.06451612903,0.1685678074,0.133924376,False,False,True,True,True
15756,0,0.04243245721,0.4703938067,0,0,True,True,-0.009481865913,0.006473635323,-0.003580770222,0.007999057882,False,,0.1121833534,0.1771465049,0.05859428964,False,False,True,True,True,0.09478672986,0.1453416149,0.0512451833,False,False,True,True,True
15757,0,0.004711678717,0.297262609,0,0,True,True,-0.01189891528,0.00340615306,-0.01281935256,0.01366597414,False,,0.06528018486,0.1816725409,0.07761979971,False,False,True,True,True,0.05720823799,0.1670886076,0.0649260401,False,False,True,True,True
15758,0,0.06519368291,0.4339089096,0,0,True,True,-0.008044952527,0.005199898966,-0.001659704954,0.004993297625,False,,0.1216545012,0.1896774194,0.1409723892,False,False,True,True,True,0.1240875912,0.1820512821,0.1111425933,False,False,True,True,True
15759,0,0.496394664,0.3785703778,0,0,True,True,-0.005940027535,0.006866164505,-0.005877209362,0.004087056965,False,,0.04891922639,0.1449860292,0.02418503443,False,False,True,True,True,0.05963302752,0.1382716049,0.03548943073,False,False,True,True,True
15760,0,0.01410164218,0.3955924511,0,0,True,True,-0.004000736866,0.007380196825,-0.001609052648,0.001566752093,False,,0.1489096573,0.1820512821,0.1412194772,False,False,True,True,True,0.1295843521,0.273480663,0.1016621047,False,False,True,True,True
15761,0,0.009912009351,0.3483236432,0,0,True,True,-0.005337981507,0.005172133446,-0.00159098953,0.002566848882,False,,0.05491990847,0.1172372008,0.05143447242,False,False,True,True,True,0.05239179954,0.1396786156,0.05704857871,False,False,True,True,True
15762,0,0.0008177115233,0.4114721715,0,0,True,True,-0.008368654177,0.002408181317,0,0,True,image_dfa_constant_after_relu;native_dfa_constant_after_relu,,,,False,True,True,True,False,,,,False,True,True,True,False
15763,0,0.0004355491837,0.2209246457,0,0,True,True,-0.01062691677,0.001138345338,-0.02197531983,0.01851141639,False,,0.1035308199,0.1223371881,0.01059570796,False,False,True,True,True,0.08962264151,0.2612859097,0.006652243703,False,False,True,True,True
15764,0,0.005904986057,0.3321480453,0,0,True,True,-0.009245628491,0.004244283307,-0.01538560167,0.0109563563,False,,0.02729805014,0.1481942715,0.060431446,False,False,True,True,True,0.04288939052,0.1866151866,0.0283317656,False,False,True,True,True
15765,0,0.00332379248,0.3473880589,0,0,True,True,-0.00777373556,0.006536575966,-0.0046513821,0.004007388838,False,,0.1525,0.1828094933,0.1571345648,False,False,True,True,True,0.1213592233,0.1553884712,0.0965520536,False,False,True,True,True
15766,0,0.07914600521,0.3216086626,0,0,True,True,-0.005645902827,0.003417813219,-0.005732429214,0.006699350663,False,,0.02844394869,0.06037952846,-0.1981545561,False,False,True,True,True,0.02666666667,0.07209302326,-0.1240928731,False,False,True,True,True
15767,0,0.02895998582,0.3001001477,0,0,True,True,-0.007626535371,0.007384410128,-0.01053645276,0.01439736411,False,,0.1022115959,0.1722822632,0.1923617353,False,False,True,True,True,0.1026252983,0.2115637319,0.1521498778,False,False,True,True,True
15768,0,0.001831158064,0.2170812041,0,0,True,True,-0.005464459769,0.003571223933,-0.007359862793,0.009573850781,False,,0.07899356349,0.1403834261,0.09187576105,False,False,True,True,True,0.08196721311,0.1230207065,0.05811593355,False,False,True,True,True
15769,0,0.02471406385,0.2287158221,0,0,True,True,-0.002570364159,0.001563651022,-0.01441846881,0.01509352773,False,,0.02729805014,0.131635471,0.03738087281,False,False,True,True,True,0.05239179954,0.1805377721,0.02085968558,False,False,True,True,True
15770,0,0.004855864216,0.3164401948,0,0,True,True,-0.006169146858,0.002957509831,-0.003581055673,0.004636700731,False,,0.1015531661,0.1715374841,0.08689571045,False,False,True,True,True,0.115942029,0.1597484277,0.1101819048,False,False,True,True,True
15771,0,2.504334952e-05,0.1762068272,0,0,True,True,-0.01134171337,0.00286120316,-0.003708451055,0.006748731714,False,,0.08534432019,0.1704220882,0.009330169186,False,False,True,True,True,0.09219858156,0.3558823529,0.0380566103,False,False,True,True,True
15772,0,0.008705387823,0.2911022007,0,0,True,True,-0.003708271775,0.002851304365,-0.004358686507,0.004742044024,False,,0.0216066482,0.06651243493,-0.1368490768,False,False,True,True,True,0.02666666667,0.1368680641,-0.0851178451,False,False,True,True,True
15773,0,0.1086962968,0.7012940049,0,1,True,False,-0.004379861988,0.004159083124,-0.002609046176,0.004969422705,False,,0.05071225071,0.1319828115,-0.03090650614,False,False,True,True,True,0.04761904762,0.1257631258,-0.02486700392,False,False,True,True,True
15774,0,0.8959059119,0.6230574846,1,1,False,False,-0.003378991969,0.005416240077,-0.007920527831,0.02094990946,False,,0.08089097304,0.1365177196,0.09031972844,False,False,True,True,True,0.06697459584,0.1216545012,0.05147361813,False,False,True,True,True
15775,0,0.000803066825,0.2223488986,0,0,True,True,-0.006386063062,0.001023572288,-0.01219624281,0.01340862922,False,,0.07022634939,0.1243902439,0.0143761698,False,False,True,True,True,0.07192575406,0.2036553525,-0.00838173606,False,False,True,True,True
15776,0,0.02039616369,0.4204618335,0,0,True,True,-0.005631820299,0.009276138619,-0.0004580222885,0.0005043996498,False,,0.07396622015,0.1637740612,0.07711693233,False,False,True,True,True,0.06206896552,0.1626733922,0.09893765164,False,False,True,True,True
15777,0,0.0007765511982,0.3056958318,0,0,True,True,-0.008632687852,0.0033193524,-0.003629780142,0.00408511376,False,,0.118253487,0.234270415,0.07618307631,False,False,True,True,True,0.1268292683,0.3096590909,0.07560831472,False,False,True,True,True
15778,0,0.02181597613,0.3797304034,0,0,True,True,-0.005155867897,0.002807864686,-0.005805684719,0.01047695335,False,,0.01822197681,0.08184218246,-0.0608432132,False,False,True,True,True,0.02666666667,0.0989272944,-0.02123342489,False,False,True,True,True
15779,0,0.8876634836,0.4273627996,1,0,False,True,-0.004381903913,0.007363998797,-0.001828097156,0.003622239456,False,,0.118253487,0.2005208333,0.08746140913,False,False,True,True,True,0.1186440678,0.1881443299,0.07633303524,False,False,True,True,True
15780,0,0.001011500251,0.5292725563,0,1,True,False,-0.01339942031,0.00549610192,-0.007434031926,0.01907389425,False,,0.01934770591,0.08120785693,0.0206428956,False,False,True,True,True,0.0243902439,0.07962529274,0.03855514166,False,False,True,True,True
15781,0,0.04665856436,0.2922916412,0,0,True,True,-0.007065318059,0.008619751781,-0.004843303934,0.008587189019,False,,0.1048532055,0.1216545012,-0.09921555048,False,False,True,True,True,0.113253012,0.1175757576,-0.006327459248,False,False,True,True,True
15782,0,0.008136668243,0.2988150716,0,0,True,True,-0.00397988176,0.001254756586,-0.01822314411,0.01593370922,False,,0.033632287,0.08279506753,-0.07603626982,False,False,True,True,True,0.03587443946,0.1148730351,-0.05493160679,False,False,True,True,True
15783,0,0.01102115214,0.2669133246,0,0,True,True,-0.004770146683,0.002846185584,-0.003878936637,0.007629059721,False,,0.04594441293,0.09241706161,-0.05514738256,False,False,True,True,True,0.05,0.09241706161,-0.0381652632,False,False,True,True,True
15784,0,0.004864178132,0.2620919049,0,0,True,True,-0.002914212644,0.0007207113085,-0.01440567989,0.01336722076,False,,0.03828828829,0.2064115146,-0.03666640415,False,False,True,True,True,0.09219858156,0.4611727417,-0.0292257608,False,False,True,True,True
15785,0,0.004603445996,0.2609766722,0,0,True,True,-0.00497298874,0.00136444089,-0.02114538662,0.02082398534,False,,0.03189703414,0.07209302326,-0.06223557175,False,False,True,True,True,0.04761904762,0.2293333333,-0.04241594767,False,False,True,True,True
15786,0,0.02940933965,0.3868248761,0,0,True,True,-0.005225374829,0.005756448023,-0.002080719685,0.002053534612,False,,0.05491990847,0.08726415094,-0.1809860124,False,False,True,True,True,0.05720823799,0.09112426036,-0.09511488726,False,False,True,True,True
15787,0,0.05056970567,0.4160447717,0,0,True,True,-0.005409190897,0.00726454705,-0.001443070942,0.001957830973,False,,0.1002386635,0.168197656,0.1346889345,False,False,True,True,True,0.08450704225,0.156838143,0.1103443702,False,False,True,True,True
15788,0,0.002319481922,0.1791092306,0,0,True,True,-0.00437442679,-3.421720612e-05,-0.02739161067,0.02337798849,True,image_bp_constant_after_relu;native_bp_constant_after_relu,,,,True,False,True,True,False,,,,True,False,True,True,False
15789,0,0.1483200639,0.3320435584,0,0,True,True,-0.007825108245,0.005479182117,-0.005008914974,0.004836564418,False,,0.07396622015,0.1414422779,0.1052130092,False,False,True,True,True,0.07692307692,0.1582914573,0.07188055627,False,False,True,True,True
15790,0,6.924309127e-05,0.312505573,0,0,True,True,-0.007219840772,0.002388526918,-0.004886635579,0.005855774507,False,,0.09566250743,0.2289236921,0.07238219115,False,False,True,True,True,0.09219858156,0.2260638298,0.07993501127,False,False,True,True,True
15791,0,0.01312395744,0.375797689,0,0,True,True,-0.007210925221,0.003069500439,-0.003242767882,0.004556039348,False,,0.06098964327,0.1453416149,-0.02138783503,False,False,True,True,True,0.06944444444,0.1285189718,0.008086301412,False,False,True,True,True
15792,0,0.0001009962725,0.2389237285,0,0,True,True,-0.005221992731,0.000638869009,-0.002524097916,0.003668519668,False,,0.06282420749,0.1974025974,-0.009499127481,False,False,True,True,True,0.09219858156,0.3578792342,-0.004765290053,False,False,True,True,True
15793,0,0.5633261204,0.3678878546,1,0,False,True,-0.006679099053,0.007397771813,-0.005938666873,0.007784739602,False,,0.06712962963,0.1192716237,0.1287601041,False,False,True,True,True,0.07192575406,0.1243902439,0.08145717437,False,False,True,True,True
